Event_Name,Event_Client_Id,Venue_Name,Event_Date,Event_Time,as_of_date,unique_views,order_qty,tkt_qty
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2022-09-21,11,0,0
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2018-09-26,11,0,0
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2022-09-08,13,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-10-12,15,0,0
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2023-09-09,15,0,0
Canucks vs. Ducks,11005D05E8AA5309,Rogers Arena,2023-03-08,19:00,2022-11-12,15,0,0
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2023-09-10,15,0,0
Canucks vs. Blue Jackets,11005723A1143199,Rogers Arena,2020-03-08,19:00,2019-11-07,23,0,0
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-07-14,14,0,0
Canucks vs. Islanders,11005EDDB63A314A,Rogers Arena,2023-11-15,19:00,2023-08-01,20,0,0
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2023-08-12,22,0,0
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2021-10-23,26,0,0
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2021-10-27,26,0,0
Canucks vs. Hurricanes,11005B3CED2A2DA3,Rogers Arena,2021-12-12,19:00,2021-12-13,46,0,0
Canucks vs. Coyotes,11005D05E8E6538E,Rogers Arena,2022-12-03,19:00,2022-09-16,44,0,0
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2019-12-26,44,0,0
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2019-10-31,65,0,0
Cancelled ticket due to 50% capacity Canucks vs Blues,11005B3CECD02C79,Rogers Arena,2022-01-23,19:00,2022-01-02,91,0,0
Canucks vs. Capitals,11005EDDB6053099,Rogers Arena,2024-03-16,19:00,2024-02-10,257,0,0
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2024-01-05,165,0,0
Canucks vs. Blues,11005B95FC2140FF,Rogers Arena,2022-01-23,19:00,2022-01-22,932,0,0
Canucks vs. Wild,11005B3CED072D7E,Rogers Arena,2021-10-26,19:00,2021-09-30,142,0,0
Canucks vs. Avalanche,11005724C2D237B6,Rogers Arena,2019-11-16,19:00,2019-10-08,95,0,0
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2022-11-25,42,0,0
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-09-21,60,0,0
Canucks vs. Vegas Golden Knights,11005D05E8B15316,Rogers Arena,2023-03-21,19:00,2022-12-20,52,0,0
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-11-23,17,0,0
Canucks vs. Sharks,11005B3CECF02D66,Rogers Arena,2022-04-09,19:00,2022-01-27,24,0,0
Canucks vs. Sharks,11005B3CECF02D66,Rogers Arena,2022-04-09,19:00,2021-10-09,21,0,0
Canucks vs. Sharks,11005EDDB6593198,Rogers Arena,2023-12-23,19:00,2023-10-26,160,0,0
Canucks vs. Flames,11005EDDB6273103,Rogers Arena,2023-10-06,19:00,2023-11-01,9,0,0
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2022-09-21,26,0,0
Canucks vs. Avalanche,11005D05E88852BC,Rogers Arena,2023-01-05,19:00,2023-01-26,4,0,0
Canucks vs. Wild,11005EDDB64B3182,Rogers Arena,2023-12-07,19:00,2023-12-20,4,0,0
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2021-12-28,4,0,0
Canucks vs. Ducks,1100552677602EA6,Rogers Arena,2019-03-26,19:00,2018-10-08,4,0,0
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-12-08,3,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-04-07,3,0,0
Canucks vs. Senators,110056FDD5AF3CCA,Rogers Arena,2019-09-25,19:00,2019-10-09,3,0,0
Canucks vs. Capitals,11005D05E8E1537C,Rogers Arena,2022-11-29,19:00,2022-12-22,3,0,0
Canucks vs. Avalanche,11005D05E88E52C2,Rogers Arena,2023-01-20,19:00,2022-08-27,3,0,0
Canucks vs. Hurricanes,11005723A13C322A,Rogers Arena,2019-12-12,19:00,2019-12-19,2,0,0
Canucks vs. Jets,11005B3CED1B2D91,Rogers Arena,2021-11-19,19:00,2021-12-07,2,0,0
Canucks vs. Seattle Kraken,11005B3CED022D7A,Rogers Arena,2021-10-05,19:00,2021-10-12,2,0,0
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-04-13,2,0,0
Canucks vs. Kings,11005D05E8DC5360,Rogers Arena,2022-11-18,19:00,2023-03-12,1,0,0
Canucks vs. Oilers,11005724C2D637C4,Rogers Arena,2019-12-01,19:00,2019-12-24,1,0,0
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2023-02-04,1,0,0
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2022-04-09,1,0,0
Canucks vs. Blue Jackets,11005B3CED2C2DA9,Rogers Arena,2021-12-14,19:00,2022-04-22,0,0,0
Canucks vs. Hurricanes,11005B3CED2A2DA3,Rogers Arena,2021-12-12,19:00,2021-12-26,0,0,0
Canucks vs. Blackhawks,1100572383FE1F3F,Rogers Arena,2020-01-02,19:00,2020-02-08,0,0,0
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2024-04-19,0,0,0
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2024-02-07,0,0,0
Canucks vs. Blues,11005EDDB5EB3038,Rogers Arena,2024-01-24,19:00,2024-03-02,0,0,0
Canucks vs. Penguins,11005D05E8D15349,Rogers Arena,2022-10-28,19:00,2022-12-27,0,0,0
Canucks vs. Jets,11005B3CED1B2D91,Rogers Arena,2021-11-19,19:00,2022-04-03,0,0,0
Canucks vs. Senators,11005B95FC1B40F9,Rogers Arena,2022-04-19,19:00,2022-08-06,0,0,0
Canucks vs. Sharks,11005EDDB6593198,Rogers Arena,2023-12-23,19:00,2024-02-24,0,0,0
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2020-03-23,0,0,0
Canucks vs. Flames,11005B3CECD52C7F,Rogers Arena,2022-02-24,19:00,2023-11-04,0,0,0
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2023-09-29,19,0,0
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-12-02,121,2,7
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2024-01-05,228,0,0
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2024-01-31,114,1,5
Canucks vs. Ducks,11005EDDB61530D3,Rogers Arena,2024-03-31,12:30,2023-12-22,23,0,0
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2024-02-17,835,0,0
Canucks vs. Blues,11005EDDB5EB3038,Rogers Arena,2024-01-24,19:00,2023-12-11,110,0,0
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2023-11-21,398,6,16
Canucks vs. Ducks,11005EDDB643315F,Rogers Arena,2023-11-28,19:00,2023-11-27,1167,10,27
Canucks vs. Predators,11005D05E8D95352,Rogers Arena,2022-11-05,19:00,2022-09-05,109,5,12
Canucks vs. Flames,11005724C2C837A8,Rogers Arena,2020-02-08,19:00,2019-10-07,59,3,6
Canucks vs. Islanders,11005D05E88352B7,Rogers Arena,2023-01-03,19:00,2022-11-27,232,7,25
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2019-01-10,81,3,6
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-12-14,180,7,21
Canucks vs. Devils,11005EDDB649316B,Rogers Arena,2023-12-05,19:00,2023-11-21,644,5,13
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2019-03-09,201,3,9
Canucks vs. Sharks,11005D05E8F853AC,Rogers Arena,2022-12-27,19:00,2022-11-06,197,12,48
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2019-12-05,64,5,11
Canucks vs. Hurricanes,11005EDDB64E3189,Rogers Arena,2023-12-09,19:00,2023-09-12,59,4,15
Canucks vs. Kings,1100552677662EAC,Rogers Arena,2019-03-28,19:00,2019-02-28,94,5,13
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-10-02,123,2,9
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2020-02-02,90,8,20
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2022-02-21,128,4,15
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2023-04-08,3239,33,58
Canucks vs. Capitals,11005EDDB6053099,Rogers Arena,2024-03-16,19:00,2023-07-17,254,26,72
Canucks vs. Wild,11005D05E8A252F5,Rogers Arena,2023-03-02,19:00,2023-01-25,174,5,21
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2019-03-02,68,2,9
Canucks vs. Avalanche,11005724C2D237B6,Rogers Arena,2019-11-16,19:00,2019-10-15,225,8,22
Canucks vs. Predators,11005723A1333222,Rogers Arena,2019-11-12,19:00,2019-11-10,523,21,54
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-12-14,186,3,13
Canucks vs. Jets,11005B3CED1B2D91,Rogers Arena,2021-11-19,19:00,2021-11-03,509,9,28
Canucks vs. Islanders,11005D05E88352B7,Rogers Arena,2023-01-03,19:00,2022-10-16,56,5,16
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2020-01-02,64,3,8
Canucks vs. Rangers,11005D05E89B52EC,Rogers Arena,2023-02-15,19:00,2023-01-22,206,4,16
Canucks vs. Capitals,1100572383F01F31,Rogers Arena,2019-10-25,19:00,2019-10-11,323,13,34
Canucks vs. Stars,11005723A1383227,Rogers Arena,2019-11-14,19:00,2019-09-18,95,7,15
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2022-02-28,105,4,7
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2019-03-04,456,16,46
Canucks vs. Flames,11005EDDB6273103,Rogers Arena,2023-10-06,19:00,2023-09-05,174,4,13
Canucks vs. Avalanche,11005D05E88852BC,Rogers Arena,2023-01-05,19:00,2022-10-14,109,5,11
Canucks vs. Blue Jackets,11005723A1143199,Rogers Arena,2020-03-08,19:00,2020-03-08,1145,30,54
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2020-02-26,259,14,33
Canucks vs. Avalanche,11005D05E88E52C2,Rogers Arena,2023-01-20,19:00,2022-12-02,127,6,18
Canucks vs. Predators,11005D05E8D95352,Rogers Arena,2022-11-05,19:00,2022-09-15,119,3,11
Canucks vs. Sharks,11005724C2C437A5,Rogers Arena,2020-01-18,19:00,2020-01-10,343,4,7
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-07-28,85,2,3
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-10-15,439,2,3
Canucks vs. Jets,11005B3CED272DA1,Rogers Arena,2021-12-10,19:00,2021-10-17,75,2,5
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-12-15,832,2,5
Canucks vs. Devils,11005EDDB649316B,Rogers Arena,2023-12-05,19:00,2023-10-17,115,2,5
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-10-10,163,2,5
Cancelled ticket due to 50% capacity Canucks vs Oilers,11005B3CECD22C7D,Rogers Arena,2022-01-25,19:00,2021-10-27,172,2,5
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2022-09-10,47,2,6
Canucks vs. Rangers,11005526774D2CD6,Rogers Arena,2019-03-13,19:00,2018-11-10,25,2,4
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-08-31,336,2,4
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2022-09-12,35,1,2
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2023-10-04,11,1,2
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2023-10-31,58,1,2
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-09-25,79,1,2
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2023-11-25,184,1,2
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2023-11-11,238,1,2
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2022-12-31,17,1,2
Canucks vs. Capitals,11005D05E8E1537C,Rogers Arena,2022-11-29,19:00,2022-09-18,62,1,2
Canucks vs. Seattle Kraken,11005B9122B46B80,Rogers Arena,2022-02-21,19:00,2022-01-29,139,1,2
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2020-01-22,72,1,2
Canucks vs. Avalanche,11005723840D1F47,Rogers Arena,2020-03-06,19:00,2019-11-25,36,1,2
Canucks vs. Coyotes,11005723A104316F,Rogers Arena,2020-01-16,19:00,2019-10-20,57,1,2
Canucks vs. Stars,1100552676892A23,Rogers Arena,2019-03-30,19:00,2019-01-16,57,1,2
Canucks vs. Ducks,1100552677602EA6,Rogers Arena,2019-03-26,19:00,2019-02-20,57,1,2
Canucks vs. Rangers,11005526774D2CD6,Rogers Arena,2019-03-13,19:00,2018-12-06,16,1,2
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2023-08-18,21,1,3
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2023-11-07,386,1,3
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2021-11-23,14,1,3
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2023-07-20,100,1,4
Canucks vs. Vegas Golden Knights,11005D05E8B15316,Rogers Arena,2023-03-21,19:00,2023-02-15,161,1,1
Canucks vs. Leafs,11005526781831FC,Rogers Arena,2019-03-06,18:00,2018-12-22,148,7,15
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-10-17,157,7,20
Canucks vs. Hurricanes,11005D05E8CE5342,Rogers Arena,2022-10-24,19:30,2022-10-19,1522,41,120
Canucks vs. Blackhawks,11005724CCE93AFC,Rogers Arena,2020-02-12,19:30,2020-02-11,1216,6,13
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2023-12-05,113,5,12
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2023-09-26,178,4,14
Canucks vs. Avalanche,11005B3CED182D8E,Rogers Arena,2021-11-17,18:00,2021-10-20,178,1,3
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2023-11-18,42,1,3
Canucks vs. Leafs,11005D05E8A552FD,Rogers Arena,2023-03-04,16:00,2023-01-06,261,1,2
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2023-11-04,32,0,0
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2024-02-06,315,0,0
Canucks vs. Predators,11005D05E8A75307,Rogers Arena,2023-03-06,19:30,2023-02-09,96,0,0
Canucks vs. Stars,11005B3CECF82D6E,Rogers Arena,2022-04-18,19:30,2021-11-28,9,0,0
Canucks vs. Coyotes,11005723A110317B,Rogers Arena,2020-03-04,19:30,2020-01-07,61,0,0
Canucks vs. Blackhawks,11005724CCE93AFC,Rogers Arena,2020-02-12,19:30,2020-01-05,171,0,0
Canucks vs. Blackhawks,11005724CCE93AFC,Rogers Arena,2020-02-12,19:30,2019-12-04,174,0,0
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2024-02-28,9,0,0
Canucks vs. Vegas Golden Knights,11005B3CECED2D64,Rogers Arena,2022-04-03,16:00,2022-04-17,1,0,0
Canucks vs. Jets,1100572384121F4E,Rogers Arena,2022-03-11,17:00,2020-04-01,12,0,0
Canucks vs. Seattle Kraken,11005D05E8C65335,Rogers Arena,2022-09-29,18:30,2022-12-18,0,0,0
Canucks vs. Kings,11005D05E8B95325,Rogers Arena,2023-04-02,17:00,2023-05-16,0,0,0
Canucks vs. Oilers,11005B3CED042D7C,Rogers Arena,2021-10-09,18:00,2021-12-05,0,0,0
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2024-03-23,5,0,0
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2018-09-13,5,0,0
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2023-03-16,10,0,0
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2021-10-10,13,0,0
Canucks vs. Stars,1100552676892A23,Rogers Arena,2019-03-30,19:00,2018-11-18,16,0,0
Canucks vs. Blue Jackets,11005723A1143199,Rogers Arena,2020-03-08,19:00,2019-10-24,15,0,0
Canucks vs. Ducks,1100552677602EA6,Rogers Arena,2019-03-26,19:00,2018-11-19,15,0,0
Canucks vs. Jets,11005D05E8EE53A3,Rogers Arena,2022-12-17,19:00,2022-12-26,9,0,0
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2023-07-29,9,0,0
Canucks vs. Stars,11005B3CED132D8A,Rogers Arena,2021-11-07,19:00,2021-10-03,23,0,0
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2021-10-24,20,0,0
Canucks vs. Ducks,11005D05E8AA5309,Rogers Arena,2023-03-08,19:00,2023-01-01,27,0,0
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2019-11-27,37,0,0
Canucks vs. Blue Jackets,11005EDDB5EE305A,Rogers Arena,2024-01-27,19:00,2023-07-21,33,0,0
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2019-11-07,53,0,0
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-10-13,83,0,0
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2024-01-21,613,0,0
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-11-21,432,0,0
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2024-02-23,465,0,0
Canucks vs. Ducks,11005EDDB643315F,Rogers Arena,2023-11-28,19:00,2023-07-23,31,0,0
Canucks vs. Ducks,11005D05E8D65350,Rogers Arena,2022-11-03,19:00,2022-09-09,50,0,0
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-09-24,11,0,0
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2018-11-01,18,0,0
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2023-11-08,72,0,0
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2023-10-11,50,0,0
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2023-10-23,16,0,0
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2023-01-28,4,0,0
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-04-24,4,0,0
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2019-04-05,3,0,0
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2024-01-28,3,0,0
Canucks vs. Capitals,11005EDDB6053099,Rogers Arena,2024-03-16,19:00,2024-04-01,3,0,0
Canucks vs. Flyers,11005B3CED092D81,Rogers Arena,2021-10-28,19:00,2021-11-24,2,0,0
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2019-04-11,2,0,0
Canucks vs. Seattle Kraken,11005EDDB63D315B,Rogers Arena,2023-11-18,19:00,2023-12-14,2,0,0
Canucks vs. Coyotes,11005D05E8C9533A,Rogers Arena,2022-10-07,19:00,2022-11-02,2,0,0
Canucks vs. Sharks,11005EDDB6593198,Rogers Arena,2023-12-23,19:00,2024-01-10,2,0,0
Canucks vs. Ducks,1100552677602EA6,Rogers Arena,2019-03-26,19:00,2019-04-10,1,0,0
Canucks vs. Blues,11005723A12C320A,Rogers Arena,2019-11-05,19:00,2019-12-01,1,0,0
Canucks vs. Canadiens,11005724C2DB37C6,Rogers Arena,2019-12-17,19:00,2020-01-22,0,0,0
Canucks vs. Capitals,11005B3CECDA2D0F,Rogers Arena,2022-03-11,19:00,2022-05-12,0,0,0
Canucks vs. Lightning,11005EDDB651318C,Rogers Arena,2023-12-12,19:00,2024-01-26,0,0,0
Canucks vs. Kings,1100572384211F56,Rogers Arena,2019-10-09,19:00,2019-12-17,0,0,0
Canucks vs. Kings,11005B3CED222D9D,Rogers Arena,2021-12-06,19:00,2022-11-07,0,0,0
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2022-09-16,0,0,0
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2023-01-25,0,0,0
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2023-11-29,15,0,0
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2023-11-30,73,0,0
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2024-01-01,61,1,8
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-12-09,70,1,2
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2024-02-16,276,0,0
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2023-12-11,80,2,4
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-12-27,359,7,19
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2021-12-07,474,16,40
Canucks vs. Penguins,11005724CCF73B0D,Rogers Arena,2019-12-21,19:00,2019-09-14,148,5,13
Canucks vs. Coyotes,11005723A104316F,Rogers Arena,2020-01-16,19:00,2019-12-01,93,5,14
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2019-10-15,103,5,16
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2019-02-01,47,3,6
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-12-14,529,3,5
Canucks vs Kraken Moving to 50 percent capacity-Updates in progress,11005B3CED392DB1,Rogers Arena,2021-12-27,19:00,2021-11-16,262,6,16
Canucks vs. Blue Jackets,11005723A1143199,Rogers Arena,2020-03-08,19:00,2020-01-26,88,7,18
Canucks vs. Flyers,11005EDDB65E319B,Rogers Arena,2023-12-28,19:00,2023-11-08,434,9,23
Canucks vs. Capitals,11005D05E8E1537C,Rogers Arena,2022-11-29,19:00,2022-10-24,207,4,10
Cancelled ticket due to 50% capacity Canucks vs Coyotes,11005B3CED322DAD,Rogers Arena,2022-02-08,19:00,2021-10-09,96,3,7
Canucks vs. Devils,11005D05E8D4534E,Rogers Arena,2022-11-01,19:00,2022-09-13,112,3,8
Canucks vs. Lightning,11005B3CECDC2D18,Rogers Arena,2022-03-13,19:00,2021-10-14,46,3,13
Canucks vs. Penguins,11005D05E8D15349,Rogers Arena,2022-10-28,19:00,2022-10-08,368,8,13
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2022-02-10,569,6,13
Canucks vs. Senators,11005B3CECC72C72,Rogers Arena,2022-01-08,19:00,2021-10-26,164,6,19
Canucks vs. Kings,1100552677662EAC,Rogers Arena,2019-03-28,19:00,2018-09-19,35,4,7
Canucks vs. Flames,11005B3CECE42D5E,Rogers Arena,2022-03-19,19:00,2022-03-09,677,6,13
Canucks vs. Coyotes,11005D05E8E6538E,Rogers Arena,2022-12-03,19:00,2022-11-02,237,2,12
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2019-02-17,48,2,10
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2023-02-11,88,4,9
Canucks vs. Stars,11005723A1383227,Rogers Arena,2019-11-14,19:00,2019-09-30,66,4,14
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2020-01-16,210,9,22
Canucks vs. Blues,11005723A1093175,Rogers Arena,2020-01-27,19:00,2019-11-15,107,5,16
Canucks vs. Ducks,11005EDDB643315F,Rogers Arena,2023-11-28,19:00,2023-10-23,154,3,14
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2019-10-17,55,4,20
Canucks vs. Oilers,11005724C2E037CA,Rogers Arena,2019-12-23,19:00,2019-09-29,58,4,13
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2023-01-13,169,4,17
Canucks vs. Kings,11005724C2E637CE,Rogers Arena,2019-12-28,19:00,2019-11-28,210,12,40
Canucks vs. Coyotes,11005723A104316F,Rogers Arena,2020-01-16,19:00,2019-12-05,124,5,12
Canucks vs. Avalanche,11005D05E88852BC,Rogers Arena,2023-01-05,19:00,2022-11-25,155,5,14
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2021-12-15,726,5,8
Canucks vs. Capitals,1100572383F01F31,Rogers Arena,2019-10-25,19:00,2019-09-24,237,13,36
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2023-12-05,430,5,17
Canucks vs. Flames,11005D05E8B6531F,Rogers Arena,2023-03-31,19:00,2023-03-01,247,4,8
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2023-02-04,121,4,7
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-11-26,211,4,12
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2020-02-07,310,12,32
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2023-09-13,15,2,3
Canucks vs. Blue Jackets,11005EDDB5EE305A,Rogers Arena,2024-01-27,19:00,2023-11-03,118,2,7
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-10-28,65,2,5
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-02-26,328,2,5
